nazione,fascia_eta,misura,sesso,anno,valore
ES,Y20-64,Percentage of total population,M,2016,15.0
ES,Y20-64,Percentage of total population,M,2017,12.9
ES,Y20-64,Percentage of total population,M,2018,11.3
ES,Y20-64,Percentage of total population,M,2019,10.2
ES,Y20-64,Percentage of total population,M,2020,11.2
ES,Y20-64,Percentage of total population,M,2021,10.8
ES,Y20-64,Percentage of total population,M,2022,9.3
ES,Y20-64,Percentage of total population,M,2023,8.7
ES,Y20-64,Percentage of total population,M,2024,8.3
EU27_2020,Y20-64,Percentage of total population,M,2009,7.2
EU27_2020,Y20-64,Percentage of total population,M,2010,7.9
EU27_2020,Y20-64,Percentage of total population,M,2011,7.8
EU27_2020,Y20-64,Percentage of total population,M,2012,8.7
EU27_2020,Y20-64,Percentage of total population,M,2013,9.2
EU27_2020,Y20-64,Percentage of total population,M,2014,8.7
EU27_2020,Y20-64,Percentage of total population,M,2015,8.1
EU27_2020,Y20-64,Percentage of total population,M,2016,7.3
EU27_2020,Y20-64,Percentage of total population,M,2017,6.5
EU27_2020,Y20-64,Percentage of total population,M,2018,5.8
EU27_2020,Y20-64,Percentage of total population,M,2019,5.3
EU27_2020,Y20-64,Percentage of total population,M,2020,5.6
EU27_2020,Y20-64,Percentage of total population,M,2021,5.5
EU27_2020,Y20-64,Percentage of total population,M,2022,4.8
EU27_2020,Y20-64,Percentage of total population,M,2023,4.7
EU27_2020,Y20-64,Percentage of total population,M,2024,4.7
FI,Y20-64,Percentage of total population,M,2009,6.8
FI,Y20-64,Percentage of total population,M,2010,7.0
FI,Y20-64,Percentage of total population,M,2011,6.6
FI,Y20-64,Percentage of total population,M,2012,6.5
FI,Y20-64,Percentage of total population,M,2013,6.8
FI,Y20-64,Percentage of total population,M,2014,7.3
FI,Y20-64,Percentage of total population,M,2015,7.9
FI,Y20-64,Percentage of total population,M,2016,7.2
FI,Y20-64,Percentage of total population,M,2017,7.2
FI,Y20-64,Percentage of total population,M,2018,6.1
FI,Y20-64,Percentage of total population,M,2019,5.6
FI,Y20-64,Percentage of total population,M,2020,6.3
FI,Y20-64,Percentage of total population,M,2021,6.6
FI,Y20-64,Percentage of total population,M,2022,5.8
FI,Y20-64,Percentage of total population,M,2023,6.3
FI,Y20-64,Percentage of total population,M,2024,7.4
FR,Y20-64,Percentage of total population,M,2003,6.1
FR,Y20-64,Percentage of total population,M,2004,6.3
FR,Y20-64,Percentage of total population,M,2005,6.3
FR,Y20-64,Percentage of total population,M,2006,6.2
FR,Y20-64,Percentage of total population,M,2007,5.8
FR,Y20-64,Percentage of total population,M,2008,5.4
FR,Y20-64,Percentage of total population,M,2009,6.8
FR,Y20-64,Percentage of total population,M,2010,6.9
FR,Y20-64,Percentage of total population,M,2011,6.8
FR,Y20-64,Percentage of total population,M,2012,7.6
FR,Y20-64,Percentage of total population,M,2013,8.1
FR,Y20-64,Percentage of total population,M,2014,8.2
FR,Y20-64,Percentage of total population,M,2015,8.5
FR,Y20-64,Percentage of total population,M,2016,8.0
FR,Y20-64,Percentage of total population,M,2017,7.5
FR,Y20-64,Percentage of total population,M,2018,7.1
FR,Y20-64,Percentage of total population,M,2019,6.7
FR,Y20-64,Percentage of total population,M,2020,6.3
FR,Y20-64,Percentage of total population,M,2021,6.3
FR,Y20-64,Percentage of total population,M,2022,5.9
FR,Y20-64,Percentage of total population,M,2023,5.9
FR,Y20-64,Percentage of total population,M,2024,6.0
HR,Y20-64,Percentage of total population,M,2009,5.6
HR,Y20-64,Percentage of total population,M,2010,7.9
HR,Y20-64,Percentage of total population,M,2011,10.0
HR,Y20-64,Percentage of total population,M,2012,11.8
HR,Y20-64,Percentage of total population,M,2013,12.7
HR,Y20-64,Percentage of total population,M,2014,11.9
HR,Y20-64,Percentage of total population,M,2015,11.4
HR,Y20-64,Percentage of total population,M,2016,8.8
HR,Y20-64,Percentage of total population,M,2017,7.5
HR,Y20-64,Percentage of total population,M,2018,5.5
HR,Y20-64,Percentage of total population,M,2019,4.5
HR,Y20-64,Percentage of total population,M,2020,5.4
HR,Y20-64,Percentage of total population,M,2021,5.3
HR,Y20-64,Percentage of total population,M,2022,4.5
HR,Y20-64,Percentage of total population,M,2023,4.2
HR,Y20-64,Percentage of total population,M,2024,3.9
HU,Y20-64,Percentage of total population,M,2009,7.5
HU,Y20-64,Percentage of total population,M,2010,8.5
HU,Y20-64,Percentage of total population,M,2011,8.2
HU,Y20-64,Percentage of total population,M,2012,8.5
HU,Y20-64,Percentage of total population,M,2013,7.7
HU,Y20-64,Percentage of total population,M,2014,5.8
HU,Y20-64,Percentage of total population,M,2015,5.2
HU,Y20-64,Percentage of total population,M,2016,4.1
HU,Y20-64,Percentage of total population,M,2017,3.1
HU,Y20-64,Percentage of total population,M,2018,2.8
HU,Y20-64,Percentage of total population,M,2019,2.7
HU,Y20-64,Percentage of total population,M,2020,3.4
HU,Y20-64,Percentage of total population,M,2021,3.2
HU,Y20-64,Percentage of total population,M,2022,3.2
HU,Y20-64,Percentage of total population,M,2023,3.5
HU,Y20-64,Percentage of total population,M,2024,3.9
IE,Y20-64,Percentage of total population,M,2009,12.3
IE,Y20-64,Percentage of total population,M,2010,14.0
IE,Y20-64,Percentage of total population,M,2011,14.4
IE,Y20-64,Percentage of total population,M,2012,14.4
IE,Y20-64,Percentage of total population,M,2013,12.2
IE,Y20-64,Percentage of total population,M,2014,10.5
IE,Y20-64,Percentage of total population,M,2015,8.8
IE,Y20-64,Percentage of total population,M,2016,7.4
IE,Y20-64,Percentage of total population,M,2017,5.8
IE,Y20-64,Percentage of total population,M,2018,4.7
IE,Y20-64,Percentage of total population,M,2019,4.1
IE,Y20-64,Percentage of total population,M,2020,4.5
IE,Y20-64,Percentage of total population,M,2021,5.1
IE,Y20-64,Percentage of total population,M,2022,3.6
IE,Y20-64,Percentage of total population,M,2023,3.6
IE,Y20-64,Percentage of total population,M,2024,3.5
IS,Y20-64,Percentage of total population,M,2009,7.2
IS,Y20-64,Percentage of total population,M,2010,6.9
IS,Y20-64,Percentage of total population,M,2011,6.2
IS,Y20-64,Percentage of total population,M,2012,4.8
IS,Y20-64,Percentage of total population,M,2013,4.3
IS,Y20-64,Percentage of total population,M,2014,4.0
IS,Y20-64,Percentage of total population,M,2015,3.1
IS,Y20-64,Percentage of total population,M,2016,2.6
IS,Y20-64,Percentage of total population,M,2017,2.4
IS,Y20-64,Percentage of total population,M,2018,2.3
IS,Y20-64,Percentage of total population,M,2019,3.1
IS,Y20-64,Percentage of total population,M,2020,4.8
IS,Y20-64,Percentage of total population,M,2021,4.9
IS,Y20-64,Percentage of total population,M,2022,3.1
IS,Y20-64,Percentage of total population,M,2023,3.1
IS,Y20-64,Percentage of total population,M,2024,3.0
IT,Y20-64,Percentage of total population,M,2009,5.2
IT,Y20-64,Percentage of total population,M,2010,5.8
IT,Y20-64,Percentage of total population,M,2011,5.8
IT,Y20-64,Percentage of total population,M,2012,7.6
IT,Y20-64,Percentage of total population,M,2013,9.0
IT,Y20-64,Percentage of total population,M,2014,9.3
IT,Y20-64,Percentage of total population,M,2015,8.9
IT,Y20-64,Percentage of total population,M,2016,8.6
IT,Y20-64,Percentage of total population,M,2017,8.3
IT,Y20-64,Percentage of total population,M,2018,7.7
IT,Y20-64,Percentage of total population,M,2019,7.2
IT,Y20-64,Percentage of total population,M,2020,6.6
IT,Y20-64,Percentage of total population,M,2021,6.8
IT,Y20-64,Percentage of total population,M,2022,5.6
IT,Y20-64,Percentage of total population,M,2023,5.5
IT,Y20-64,Percentage of total population,M,2024,4.7
LT,Y20-64,Percentage of total population,M,2009,13.6
LT,Y20-64,Percentage of total population,M,2010,17.1
LT,Y20-64,Percentage of total population,M,2011,14.7
LT,Y20-64,Percentage of total population,M,2012,12.5
LT,Y20-64,Percentage of total population,M,2013,10.8
LT,Y20-64,Percentage of total population,M,2014,10.2
LT,Y20-64,Percentage of total population,M,2015,8.5
LT,Y20-64,Percentage of total population,M,2016,7.7
LT,Y20-64,Percentage of total population,M,2017,7.3
LT,Y20-64,Percentage of total population,M,2018,6.0
LT,Y20-64,Percentage of total population,M,2019,6.1
LT,Y20-64,Percentage of total population,M,2020,8.2
LT,Y20-64,Percentage of total population,M,2021,6.6
LT,Y20-64,Percentage of total population,M,2022,5.6
LT,Y20-64,Percentage of total population,M,2023,6.4
LT,Y20-64,Percentage of total population,M,2024,6.7
LU,Y20-64,Percentage of total population,M,2009,3.4
LU,Y20-64,Percentage of total population,M,2010,2.9
LU,Y20-64,Percentage of total population,M,2011,3.0
LU,Y20-64,Percentage of total population,M,2012,3.5
LU,Y20-64,Percentage of total population,M,2013,4.3
LU,Y20-64,Percentage of total population,M,2014,4.7
LU,Y20-64,Percentage of total population,M,2015,4.6
LU,Y20-64,Percentage of total population,M,2016,4.6
LU,Y20-64,Percentage of total population,M,2017,4.3
LU,Y20-64,Percentage of total population,M,2018,4.0
LU,Y20-64,Percentage of total population,M,2019,4.4
LU,Y20-64,Percentage of total population,M,2020,5.1
LU,Y20-64,Percentage of total population,M,2021,3.6
LU,Y20-64,Percentage of total population,M,2022,3.3
LU,Y20-64,Percentage of total population,M,2023,3.8
LU,Y20-64,Percentage of total population,M,2024,4.8
LV,Y20-64,Percentage of total population,M,2009,17.4
LV,Y20-64,Percentage of total population,M,2010,18.6
LV,Y20-64,Percentage of total population,M,2011,15.4
LV,Y20-64,Percentage of total population,M,2012,13.3
LV,Y20-64,Percentage of total population,M,2013,10.4
LV,Y20-64,Percentage of total population,M,2014,9.9
LV,Y20-64,Percentage of total population,M,2015,9.4
LV,Y20-64,Percentage of total population,M,2016,9.3
LV,Y20-64,Percentage of total population,M,2017,8.3
LV,Y20-64,Percentage of total population,M,2018,7.3
LV,Y20-64,Percentage of total population,M,2019,6.1
LV,Y20-64,Percentage of total population,M,2020,8.0
LV,Y20-64,Percentage of total population,M,2021,7.4
LV,Y20-64,Percentage of total population,M,2022,6.9
LV,Y20-64,Percentage of total population,M,2023,6.6
LV,Y20-64,Percentage of total population,M,2024,7.1
ME,Y20-64,Percentage of total population,M,2011,13.6
ME,Y20-64,Percentage of total population,M,2012,14.0
ME,Y20-64,Percentage of total population,M,2013,14.1
ME,Y20-64,Percentage of total population,M,2014,13.1
ME,Y20-64,Percentage of total population,M,2015,13.0
ME,Y20-64,Percentage of total population,M,2016,13.7
ME,Y20-64,Percentage of total population,M,2017,11.8
ME,Y20-64,Percentage of total population,M,2018,11.9
ME,Y20-64,Percentage of total population,M,2019,11.7
ME,Y20-64,Percentage of total population,M,2020,12.9
MK,Y20-64,Percentage of total population,M,2009,26.6
MK,Y20-64,Percentage of total population,M,2010,26.6
MK,Y20-64,Percentage of total population,M,2011,26.1
MK,Y20-64,Percentage of total population,M,2012,25.9
MK,Y20-64,Percentage of total population,M,2013,23.7
MK,Y20-64,Percentage of total population,M,2014,22.9
MK,Y20-64,Percentage of total population,M,2015,22.3
MK,Y20-64,Percentage of total population,M,2016,20.1
MK,Y20-64,Percentage of total population,M,2017,18.8
MK,Y20-64,Percentage of total population,M,2018,17.6
MK,Y20-64,Percentage of total population,M,2019,13.7
MK,Y20-64,Percentage of total population,M,2020,13.7
MT,Y20-64,Percentage of total population,M,2009,4.6
MT,Y20-64,Percentage of total population,M,2010,5.0
MT,Y20-64,Percentage of total population,M,2011,4.4
MT,Y20-64,Percentage of total population,M,2012,4.1
MT,Y20-64,Percentage of total population,M,2013,4.7
MT,Y20-64,Percentage of total population,M,2014,5.0
MT,Y20-64,Percentage of total population,M,2015,4.3
MT,Y20-64,Percentage of total population,M,2016,3.5
MT,Y20-64,Percentage of total population,M,2017,3.1
MT,Y20-64,Percentage of total population,M,2018,3.3
MT,Y20-64,Percentage of total population,M,2019,3.0
MT,Y20-64,Percentage of total population,M,2020,3.9
MT,Y20-64,Percentage of total population,M,2021,3.3
MT,Y20-64,Percentage of total population,M,2022,3.1
MT,Y20-64,Percentage of total population,M,2023,3.0
MT,Y20-64,Percentage of total population,M,2024,2.7
NL,Y20-64,Percentage of total population,M,2009,3.6
NL,Y20-64,Percentage of total population,M,2010,4.1
NL,Y20-64,Percentage of total population,M,2011,4.2
NL,Y20-64,Percentage of total population,M,2012,5.0
NL,Y20-64,Percentage of total population,M,2013,6.5
NL,Y20-64,Percentage of total population,M,2014,6.5
NL,Y20-64,Percentage of total population,M,2015,6.0
NL,Y20-64,Percentage of total population,M,2016,5.1
NL,Y20-64,Percentage of total population,M,2017,4.2
NL,Y20-64,Percentage of total population,M,2018,3.6
NL,Y20-64,Percentage of total population,M,2019,3.3
NL,Y20-64,Percentage of total population,M,2020,3.5
NL,Y20-64,Percentage of total population,M,2021,2.9
NL,Y20-64,Percentage of total population,M,2022,2.4
NL,Y20-64,Percentage of total population,M,2023,2.5
NL,Y20-64,Percentage of total population,M,2024,2.6
NO,Y20-64,Percentage of total population,M,2009,2.9
NO,Y20-64,Percentage of total population,M,2010,3.4
NO,Y20-64,Percentage of total population,M,2011,2.7
NO,Y20-64,Percentage of total population,M,2012,2.9
NO,Y20-64,Percentage of total population,M,2013,3.1
NO,Y20-64,Percentage of total population,M,2014,3.0
NO,Y20-64,Percentage of total population,M,2015,3.9
NO,Y20-64,Percentage of total population,M,2016,4.2
NO,Y20-64,Percentage of total population,M,2017,3.5
NO,Y20-64,Percentage of total population,M,2018,3.2
NO,Y20-64,Percentage of total population,M,2019,3.1
NO,Y20-64,Percentage of total population,M,2020,3.8
NO,Y20-64,Percentage of total population,M,2021,3.4
NO,Y20-64,Percentage of total population,M,2022,2.4
NO,Y20-64,Percentage of total population,M,2023,2.5
NO,Y20-64,Percentage of total population,M,2024,2.8
PL,Y20-64,Percentage of total population,M,2009,6.0
PL,Y20-64,Percentage of total population,M,2010,7.2
PL,Y20-64,Percentage of total population,M,2011,7.0
PL,Y20-64,Percentage of total population,M,2012,7.4
PL,Y20-64,Percentage of total population,M,2013,7.7
PL,Y20-64,Percentage of total population,M,2014,6.7
PL,Y20-64,Percentage of total population,M,2015,5.8
PL,Y20-64,Percentage of total population,M,2016,4.9
PL,Y20-64,Percentage of total population,M,2017,4.0
PL,Y20-64,Percentage of total population,M,2018,3.1
PL,Y20-64,Percentage of total population,M,2019,2.5
PL,Y20-64,Percentage of total population,M,2020,2.5
PL,Y20-64,Percentage of total population,M,2021,2.9
PL,Y20-64,Percentage of total population,M,2022,2.4
PL,Y20-64,Percentage of total population,M,2023,2.3
PL,Y20-64,Percentage of total population,M,2024,2.3
PT,Y20-64,Percentage of total population,M,2009,9.0
PT,Y20-64,Percentage of total population,M,2010,9.8
PT,Y20-64,Percentage of total population,M,2011,10.6
PT,Y20-64,Percentage of total population,M,2012,13.3
PT,Y20-64,Percentage of total population,M,2013,13.6
PT,Y20-64,Percentage of total population,M,2014,11.4
PT,Y20-64,Percentage of total population,M,2015,10.3
PT,Y20-64,Percentage of total population,M,2016,9.4
PT,Y20-64,Percentage of total population,M,2017,7.1
PT,Y20-64,Percentage of total population,M,2018,5.5
PT,Y20-64,Percentage of total population,M,2019,4.9
PT,Y20-64,Percentage of total population,M,2020,5.6
PT,Y20-64,Percentage of total population,M,2021,5.4
PT,Y20-64,Percentage of total population,M,2022,4.8
PT,Y20-64,Percentage of total population,M,2023,5.2
PT,Y20-64,Percentage of total population,M,2024,5.1
RO,Y20-64,Percentage of total population,M,2009,6.0
RO,Y20-64,Percentage of total population,M,2010,6.7
RO,Y20-64,Percentage of total population,M,2011,6.5
RO,Y20-64,Percentage of total population,M,2012,6.3
RO,Y20-64,Percentage of total population,M,2013,6.6
RO,Y20-64,Percentage of total population,M,2014,6.4
RO,Y20-64,Percentage of total population,M,2015,6.6
RO,Y20-64,Percentage of total population,M,2016,5.7
RO,Y20-64,Percentage of total population,M,2017,5.0
RO,Y20-64,Percentage of total population,M,2018,4.2
RO,Y20-64,Percentage of total population,M,2019,3.9
RO,Y20-64,Percentage of total population,M,2020,4.8
RO,Y20-64,Percentage of total population,M,2021,4.6
RO,Y20-64,Percentage of total population,M,2022,4.6
RO,Y20-64,Percentage of total population,M,2023,4.6
RO,Y20-64,Percentage of total population,M,2024,4.3
RS,Y20-64,Percentage of total population,M,2010,14.8
RS,Y20-64,Percentage of total population,M,2011,18.1
RS,Y20-64,Percentage of total population,M,2012,18.7
RS,Y20-64,Percentage of total population,M,2013,17.0
RS,Y20-64,Percentage of total population,M,2014,15.0
RS,Y20-64,Percentage of total population,M,2015,13.9
RS,Y20-64,Percentage of total population,M,2016,12.5
RS,Y20-64,Percentage of total population,M,2017,11.1
RS,Y20-64,Percentage of total population,M,2018,10.5
RS,Y20-64,Percentage of total population,M,2019,8.7
RS,Y20-64,Percentage of total population,M,2020,7.6
RS,Y20-64,Percentage of total population,M,2021,8.4
RS,Y20-64,Percentage of total population,M,2022,7.5
RS,Y20-64,Percentage of total population,M,2023,7.4
RS,Y20-64,Percentage of total population,M,2024,7.1
SE,Y20-64,Percentage of total population,M,2005,6.2
SE,Y20-64,Percentage of total population,M,2006,5.4
SE,Y20-64,Percentage of total population,M,2007,4.4
SE,Y20-64,Percentage of total population,M,2008,4.4
SE,Y20-64,Percentage of total population,M,2009,6.8
SE,Y20-64,Percentage of total population,M,2010,6.9
SE,Y20-64,Percentage of total population,M,2011,6.3
SE,Y20-64,Percentage of total population,M,2012,6.7
SE,Y20-64,Percentage of total population,M,2013,6.7
SE,Y20-64,Percentage of total population,M,2014,6.7
SE,Y20-64,Percentage of total population,M,2015,6.2
SE,Y20-64,Percentage of total population,M,2016,6.0
SE,Y20-64,Percentage of total population,M,2017,5.7
SE,Y20-64,Percentage of total population,M,2018,5.3
SE,Y20-64,Percentage of total population,M,2019,5.4
SE,Y20-64,Percentage of total population,M,2020,7.0
SE,Y20-64,Percentage of total population,M,2021,7.0
SE,Y20-64,Percentage of total population,M,2022,5.4
SE,Y20-64,Percentage of total population,M,2023,5.8
SE,Y20-64,Percentage of total population,M,2024,6.4
SI,Y20-64,Percentage of total population,M,2009,4.6
SI,Y20-64,Percentage of total population,M,2010,5.9
SI,Y20-64,Percentage of total population,M,2011,6.4
SI,Y20-64,Percentage of total population,M,2012,6.5
SI,Y20-64,Percentage of total population,M,2013,7.5
SI,Y20-64,Percentage of total population,M,2014,7.1
SI,Y20-64,Percentage of total population,M,2015,6.4
SI,Y20-64,Percentage of total population,M,2016,5.9
SI,Y20-64,Percentage of total population,M,2017,4.7
SI,Y20-64,Percentage of total population,M,2018,3.8
SI,Y20-64,Percentage of total population,M,2019,3.2
SI,Y20-64,Percentage of total population,M,2020,3.6
SI,Y20-64,Percentage of total population,M,2021,3.4
SI,Y20-64,Percentage of total population,M,2022,3.1
SI,Y20-64,Percentage of total population,M,2023,2.8
SI,Y20-64,Percentage of total population,M,2024,2.6
SK,Y20-64,Percentage of total population,M,2009,9.0
SK,Y20-64,Percentage of total population,M,2010,11.2
SK,Y20-64,Percentage of total population,M,2011,10.7
SK,Y20-64,Percentage of total population,M,2012,10.7
SK,Y20-64,Percentage of total population,M,2013,11.1
SK,Y20-64,Percentage of total population,M,2014,10.2
SK,Y20-64,Percentage of total population,M,2015,8.2
SK,Y20-64,Percentage of total population,M,2016,6.9
SK,Y20-64,Percentage of total population,M,2017,6.2
SK,Y20-64,Percentage of total population,M,2018,4.8
SK,Y20-64,Percentage of total population,M,2019,4.5
SK,Y20-64,Percentage of total population,M,2020,5.1
SK,Y20-64,Percentage of total population,M,2021,5.6
SK,Y20-64,Percentage of total population,M,2022,4.9
SK,Y20-64,Percentage of total population,M,2023,4.8
SK,Y20-64,Percentage of total population,M,2024,3.9
TR,Y20-64,Percentage of total population,M,2009,9.7
TR,Y20-64,Percentage of total population,M,2010,8.2
TR,Y20-64,Percentage of total population,M,2011,6.6
TR,Y20-64,Percentage of total population,M,2012,6.0
TR,Y20-64,Percentage of total population,M,2013,6.3
TR,Y20-64,Percentage of total population,M,2014,7.2
TR,Y20-64,Percentage of total population,M,2015,7.4
TR,Y20-64,Percentage of total population,M,2016,7.8
TR,Y20-64,Percentage of total population,M,2017,7.7
TR,Y20-64,Percentage of total population,M,2018,7.8
TR,Y20-64,Percentage of total population,M,2019,10.1
TR,Y20-64,Percentage of total population,M,2020,9.7
TR,Y20-64,Percentage of total population,M,2021,8.7
TR,Y20-64,Percentage of total population,M,2022,7.4
TR,Y20-64,Percentage of total population,M,2023,6.2
TR,Y20-64,Percentage of total population,M,2024,5.8
AT,Y20-64,Percentage of total population,T,2009,4.1
AT,Y20-64,Percentage of total population,T,2010,3.8
AT,Y20-64,Percentage of total population,T,2011,3.6
AT,Y20-64,Percentage of total population,T,2012,3.9
AT,Y20-64,Percentage of total population,T,2013,4.3
AT,Y20-64,Percentage of total population,T,2014,4.6
AT,Y20-64,Percentage of total population,T,2015,4.7
AT,Y20-64,Percentage of total population,T,2016,5.0
AT,Y20-64,Percentage of total population,T,2017,4.6
AT,Y20-64,Percentage of total population,T,2018,4.0
AT,Y20-64,Percentage of total population,T,2019,3.7
AT,Y20-64,Percentage of total population,T,2020,4.7
AT,Y20-64,Percentage of total population,T,2021,4.8
AT,Y20-64,Percentage of total population,T,2022,3.7
AT,Y20-64,Percentage of total population,T,2023,3.9
AT,Y20-64,Percentage of total population,T,2024,4.0
BA,Y20-64,Percentage of total population,T,2021,10.9
BA,Y20-64,Percentage of total population,T,2022,9.7
BA,Y20-64,Percentage of total population,T,2023,8.4
BA,Y20-64,Percentage of total population,T,2024,8.4
BE,Y20-64,Percentage of total population,T,2009,5.6
BE,Y20-64,Percentage of total population,T,2010,6.0
BE,Y20-64,Percentage of total population,T,2011,5.0
BE,Y20-64,Percentage of total population,T,2012,5.4
BE,Y20-64,Percentage of total population,T,2013,6.1
BE,Y20-64,Percentage of total population,T,2014,6.2
BE,Y20-64,Percentage of total population,T,2015,6.3
BE,Y20-64,Percentage of total population,T,2016,5.7
BE,Y20-64,Percentage of total population,T,2017,5.2
BE,Y20-64,Percentage of total population,T,2018,4.4
BE,Y20-64,Percentage of total population,T,2019,4.0
BE,Y20-64,Percentage of total population,T,2020,4.1
BE,Y20-64,Percentage of total population,T,2021,4.5
BE,Y20-64,Percentage of total population,T,2022,4.0
BE,Y20-64,Percentage of total population,T,2023,4.0
BE,Y20-64,Percentage of total population,T,2024,4.1
BG,Y20-64,Percentage of total population,T,2009,5.6
BG,Y20-64,Percentage of total population,T,2010,8.0
BG,Y20-64,Percentage of total population,T,2011,8.5
BG,Y20-64,Percentage of total population,T,2012,9.3
BG,Y20-64,Percentage of total population,T,2013,10.0
BG,Y20-64,Percentage of total population,T,2014,9.1
BG,Y20-64,Percentage of total population,T,2015,7.4
BG,Y20-64,Percentage of total population,T,2016,6.3
BG,Y20-64,Percentage of total population,T,2017,5.4
BG,Y20-64,Percentage of total population,T,2018,4.7
BG,Y20-64,Percentage of total population,T,2019,4.1
BG,Y20-64,Percentage of total population,T,2020,4.7
BG,Y20-64,Percentage of total population,T,2021,4.0
BG,Y20-64,Percentage of total population,T,2022,3.3
BG,Y20-64,Percentage of total population,T,2023,3.4
BG,Y20-64,Percentage of total population,T,2024,3.3
CH,Y20-64,Percentage of total population,T,2010,4.0
CH,Y20-64,Percentage of total population,T,2011,3.6
CH,Y20-64,Percentage of total population,T,2012,3.7
CH,Y20-64,Percentage of total population,T,2013,3.9
CH,Y20-64,Percentage of total population,T,2014,4.1
CH,Y20-64,Percentage of total population,T,2015,4.0
CH,Y20-64,Percentage of total population,T,2016,4.2
CH,Y20-64,Percentage of total population,T,2017,4.1
CH,Y20-64,Percentage of total population,T,2018,4.0
CH,Y20-64,Percentage of total population,T,2019,3.7
CH,Y20-64,Percentage of total population,T,2020,4.1
CH,Y20-64,Percentage of total population,T,2021,4.3
CH,Y20-64,Percentage of total population,T,2022,3.5
CH,Y20-64,Percentage of total population,T,2023,3.4
CH,Y20-64,Percentage of total population,T,2024,3.6
CY,Y20-64,Percentage of total population,T,2009,4.3
CY,Y20-64,Percentage of total population,T,2010,5.0
CY,Y20-64,Percentage of total population,T,2011,6.3
CY,Y20-64,Percentage of total population,T,2012,9.3
CY,Y20-64,Percentage of total population,T,2013,12.6
CY,Y20-64,Percentage of total population,T,2014,12.9
CY,Y20-64,Percentage of total population,T,2015,11.9
CY,Y20-64,Percentage of total population,T,2016,10.2
CY,Y20-64,Percentage of total population,T,2017,8.8
CY,Y20-64,Percentage of total population,T,2018,6.8
CY,Y20-64,Percentage of total population,T,2019,5.8
CY,Y20-64,Percentage of total population,T,2020,6.2
CY,Y20-64,Percentage of total population,T,2021,5.9
CY,Y20-64,Percentage of total population,T,2022,5.2
CY,Y20-64,Percentage of total population,T,2023,4.9
CY,Y20-64,Percentage of total population,T,2024,4.1
CZ,Y20-64,Percentage of total population,T,2009,4.9
CZ,Y20-64,Percentage of total population,T,2010,5.4
CZ,Y20-64,Percentage of total population,T,2011,5.0
CZ,Y20-64,Percentage of total population,T,2012,5.2
CZ,Y20-64,Percentage of total population,T,2013,5.3
CZ,Y20-64,Percentage of total population,T,2014,4.7
CZ,Y20-64,Percentage of total population,T,2015,3.9
CZ,Y20-64,Percentage of total population,T,2016,3.1
CZ,Y20-64,Percentage of total population,T,2017,2.3
CZ,Y20-64,Percentage of total population,T,2018,1.8
CZ,Y20-64,Percentage of total population,T,2019,1.6
CZ,Y20-64,Percentage of total population,T,2020,2.1
CZ,Y20-64,Percentage of total population,T,2021,2.3
CZ,Y20-64,Percentage of total population,T,2022,1.8
CZ,Y20-64,Percentage of total population,T,2023,2.1
CZ,Y20-64,Percentage of total population,T,2024,2.1
DE,Y20-64,Percentage of total population,T,2009,5.7
DE,Y20-64,Percentage of total population,T,2010,5.2
DE,Y20-64,Percentage of total population,T,2011,4.3
DE,Y20-64,Percentage of total population,T,2012,4.0
DE,Y20-64,Percentage of total population,T,2013,3.9
DE,Y20-64,Percentage of total population,T,2014,3.8
DE,Y20-64,Percentage of total population,T,2015,3.5
DE,Y20-64,Percentage of total population,T,2016,3.1
DE,Y20-64,Percentage of total population,T,2017,2.8
DE,Y20-64,Percentage of total population,T,2018,2.5
DE,Y20-64,Percentage of total population,T,2019,2.4
DE,Y20-64,Percentage of total population,T,2020,2.8
DE,Y20-64,Percentage of total population,T,2021,2.9
DE,Y20-64,Percentage of total population,T,2022,2.5
DE,Y20-64,Percentage of total population,T,2023,2.5
DE,Y20-64,Percentage of total population,T,2024,2.8
DK,Y20-64,Percentage of total population,T,2009,4.7
DK,Y20-64,Percentage of total population,T,2010,5.7
DK,Y20-64,Percentage of total population,T,2011,5.6
DK,Y20-64,Percentage of total population,T,2012,5.8
DK,Y20-64,Percentage of total population,T,2013,5.5
DK,Y20-64,Percentage of total population,T,2014,5.2
DK,Y20-64,Percentage of total population,T,2015,4.8
DK,Y20-64,Percentage of total population,T,2016,4.5
DK,Y20-64,Percentage of total population,T,2017,4.3
DK,Y20-64,Percentage of total population,T,2018,3.9
DK,Y20-64,Percentage of total population,T,2019,3.8
DK,Y20-64,Percentage of total population,T,2020,4.3
DK,Y20-64,Percentage of total population,T,2021,3.9
DK,Y20-64,Percentage of total population,T,2022,3.4
DK,Y20-64,Percentage of total population,T,2023,3.9
DK,Y20-64,Percentage of total population,T,2024,4.6
EA20,Y20-64,Percentage of total population,T,2009,7.0
EA20,Y20-64,Percentage of total population,T,2010,7.5
EA20,Y20-64,Percentage of total population,T,2011,7.6
EA20,Y20-64,Percentage of total population,T,2012,8.6
EA20,Y20-64,Percentage of total population,T,2013,9.1
EA20,Y20-64,Percentage of total population,T,2014,8.8
EA20,Y20-64,Percentage of total population,T,2015,8.3
EA20,Y20-64,Percentage of total population,T,2016,7.7
EA20,Y20-64,Percentage of total population,T,2017,7.0
EA20,Y20-64,Percentage of total population,T,2018,6.3
EA20,Y20-64,Percentage of total population,T,2019,5.8
