STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,age,Age class,sex,Sex,indic_se,Structure of earnings indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2014,,6746,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2018,,11906,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2022,,16575,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RS,Serbia,2014,,7008,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RS,Serbia,2018,,8100,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,RS,Serbia,2022,,11638,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2002,,31388,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2006,,34197,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2010,,38981,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2014,,44845,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2018,,43425,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2022,,46756,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2002,,12560,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2006,,15809,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2010,,21162,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2014,,22508,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2018,,24669,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2022,,30082,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2002,,5506,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2006,,6771,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2010,,10321,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2014,,12265,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2018,,15159,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2022,,19527,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2006,,8405,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2010,,10386,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2014,,10341,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2018,,9129,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2002,,41102,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2006,,44377,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2010,,38470,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2014,,42037,,,,,
dataflow,ESTAT:EARN_SES_ANNUAL$DEFAULTVIEW(1.0),Structure of earnings survey: annual earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,FT,Full-time,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2018,,42744,,,,,
